IP:PORT, LOSS, DELAY
162.159.195.170:4500,100.00%,1000 ms
188.114.96.31:2408,100.00%,1000 ms
188.114.96.36:500,100.00%,1000 ms
188.114.96.26:4500,100.00%,1000 ms
188.114.96.35:500,100.00%,1000 ms
188.114.96.35:4500,100.00%,1000 ms
188.114.96.23:4500,100.00%,1000 ms
188.114.96.32:4500,100.00%,1000 ms
188.114.96.25:4500,100.00%,1000 ms
188.114.96.28:2408,100.00%,1000 ms
188.114.96.32:1701,100.00%,1000 ms
188.114.96.29:2408,100.00%,1000 ms
188.114.96.34:1701,100.00%,1000 ms
188.114.96.30:1701,100.00%,1000 ms
188.114.96.29:4500,100.00%,1000 ms
188.114.96.30:4500,100.00%,1000 ms
188.114.96.37:500,100.00%,1000 ms
188.114.96.27:2408,100.00%,1000 ms
188.114.96.29:500,100.00%,1000 ms
188.114.96.37:2408,100.00%,1000 ms
188.114.96.34:4500,100.00%,1000 ms
188.114.96.27:500,100.00%,1000 ms
188.114.96.39:500,100.00%,1000 ms
188.114.96.38:1701,100.00%,1000 ms
188.114.96.37:1701,100.00%,1000 ms
188.114.96.38:4500,100.00%,1000 ms
188.114.96.38:500,100.00%,1000 ms
188.114.96.25:1701,100.00%,1000 ms
188.114.96.32:500,100.00%,1000 ms
188.114.96.38:2408,100.00%,1000 ms
188.114.96.39:4500,100.00%,1000 ms
188.114.96.40:2408,100.00%,1000 ms
188.114.96.41:1701,100.00%,1000 ms
188.114.96.40:500,100.00%,1000 ms
188.114.96.41:2408,100.00%,1000 ms
188.114.96.40:4500,100.00%,1000 ms
188.114.96.41:500,100.00%,1000 ms
188.114.96.39:2408,100.00%,1000 ms
188.114.96.46:2408,100.00%,1000 ms
162.159.195.170:2408,100.00%,1000 ms
162.159.195.170:1701,100.00%,1000 ms
162.159.195.170:500,100.00%,1000 ms
188.114.96.43:500,100.00%,1000 ms
188.114.96.42:500,100.00%,1000 ms
188.114.96.44:2408,100.00%,1000 ms
188.114.96.42:1701,100.00%,1000 ms
188.114.96.44:1701,100.00%,1000 ms
188.114.96.42:4500,100.00%,1000 ms
188.114.96.43:4500,100.00%,1000 ms
188.114.96.44:4500,100.00%,1000 ms
188.114.96.43:2408,100.00%,1000 ms
188.114.96.42:2408,100.00%,1000 ms
188.114.96.45:4500,100.00%,1000 ms
188.114.96.47:1701,100.00%,1000 ms
188.114.96.46:500,100.00%,1000 ms
188.114.96.47:4500,100.00%,1000 ms
188.114.96.45:500,100.00%,1000 ms
188.114.96.45:2408,100.00%,1000 ms
188.114.96.45:1701,100.00%,1000 ms
162.159.195.169:2408,100.00%,1000 ms
162.159.195.168:2408,100.00%,1000 ms
162.159.195.168:500,100.00%,1000 ms
162.159.195.168:1701,100.00%,1000 ms
162.159.195.168:4500,100.00%,1000 ms
162.159.195.167:1701,100.00%,1000 ms
162.159.195.165:500,100.00%,1000 ms
162.159.195.165:1701,100.00%,1000 ms
162.159.195.164:4500,100.00%,1000 ms
162.159.195.164:2408,100.00%,1000 ms
162.159.195.164:1701,100.00%,1000 ms
162.159.195.164:500,100.00%,1000 ms
162.159.195.163:4500,100.00%,1000 ms
162.159.195.160:1701,100.00%,1000 ms
162.159.195.153:2408,100.00%,1000 ms
162.159.195.155:500,100.00%,1000 ms
162.159.195.156:500,100.00%,1000 ms
162.159.195.154:4500,100.00%,1000 ms
162.159.195.157:4500,100.00%,1000 ms
162.159.195.157:500,100.00%,1000 ms
162.159.195.157:1701,100.00%,1000 ms
162.159.195.157:2408,100.00%,1000 ms
162.159.195.158:1701,100.00%,1000 ms
162.159.195.158:2408,100.00%,1000 ms
162.159.195.155:1701,100.00%,1000 ms
162.159.195.154:500,100.00%,1000 ms
162.159.195.154:1701,100.00%,1000 ms
162.159.195.156:1701,100.00%,1000 ms
162.159.195.152:1701,100.00%,1000 ms
162.159.195.151:2408,100.00%,1000 ms
162.159.195.151:1701,100.00%,1000 ms
162.159.195.152:2408,100.00%,1000 ms
162.159.195.148:2408,100.00%,1000 ms
162.159.195.147:2408,100.00%,1000 ms
162.159.195.147:1701,100.00%,1000 ms
162.159.195.147:4500,100.00%,1000 ms
162.159.195.144:1701,100.00%,1000 ms
188.114.96.50:500,100.00%,1000 ms
188.114.96.52:2408,100.00%,1000 ms
188.114.96.51:2408,100.00%,1000 ms
188.114.96.52:1701,100.00%,1000 ms
188.114.96.51:500,100.00%,1000 ms
188.114.96.52:500,100.00%,1000 ms
188.114.96.52:4500,100.00%,1000 ms
188.114.96.51:1701,100.00%,1000 ms
188.114.96.50:2408,100.00%,1000 ms
188.114.96.50:1701,100.00%,1000 ms
162.159.195.145:1701,100.00%,1000 ms
162.159.195.150:2408,100.00%,1000 ms
162.159.195.144:2408,100.00%,1000 ms
162.159.195.143:4500,100.00%,1000 ms
188.114.96.55:2408,100.00%,1000 ms
188.114.96.55:1701,100.00%,1000 ms
188.114.96.57:500,100.00%,1000 ms
188.114.96.56:4500,100.00%,1000 ms
188.114.96.53:500,100.00%,1000 ms
188.114.96.60:1701,100.00%,1000 ms
188.114.96.53:2408,100.00%,1000 ms
188.114.96.53:1701,100.00%,1000 ms
188.114.96.58:500,100.00%,1000 ms
188.114.96.56:2408,100.00%,1000 ms
188.114.96.54:4500,100.00%,1000 ms
188.114.96.54:2408,100.00%,1000 ms
188.114.96.55:4500,100.00%,1000 ms
188.114.96.57:4500,100.00%,1000 ms
188.114.96.60:500,100.00%,1000 ms
188.114.96.56:500,100.00%,1000 ms
188.114.96.59:500,100.00%,1000 ms
188.114.96.56:1701,100.00%,1000 ms
188.114.96.59:2408,100.00%,1000 ms
188.114.96.58:2408,100.00%,1000 ms
188.114.96.53:4500,100.00%,1000 ms
188.114.96.59:4500,100.00%,1000 ms
188.114.96.57:1701,100.00%,1000 ms
188.114.96.54:500,100.00%,1000 ms
188.114.96.61:2408,100.00%,1000 ms
188.114.96.61:500,100.00%,1000 ms
188.114.96.60:4500,100.00%,1000 ms
188.114.96.61:1701,100.00%,1000 ms
188.114.96.62:500,100.00%,1000 ms
162.159.195.149:4500,100.00%,1000 ms
188.114.96.65:1701,100.00%,1000 ms
188.114.96.64:1701,100.00%,1000 ms
188.114.96.67:500,100.00%,1000 ms
188.114.96.66:4500,100.00%,1000 ms
162.159.195.146:4500,100.00%,1000 ms
188.114.96.67:4500,100.00%,1000 ms
188.114.96.67:2408,100.00%,1000 ms
188.114.96.67:1701,100.00%,1000 ms
162.159.195.145:2408,100.00%,1000 ms
162.159.195.145:500,100.00%,1000 ms
162.159.195.145:4500,100.00%,1000 ms
188.114.96.68:500,100.00%,1000 ms
162.159.195.150:500,100.00%,1000 ms
188.114.96.68:1701,100.00%,1000 ms
162.159.195.149:500,100.00%,1000 ms
162.159.195.148:1701,100.00%,1000 ms
188.114.96.69:1701,100.00%,1000 ms
188.114.96.69:500,100.00%,1000 ms
188.114.96.69:2408,100.00%,1000 ms
162.159.195.148:4500,100.00%,1000 ms
162.159.195.149:2408,100.00%,1000 ms
188.114.96.70:1701,100.00%,1000 ms
162.159.195.146:500,100.00%,1000 ms
162.159.195.144:4500,100.00%,1000 ms
162.159.195.146:1701,100.00%,1000 ms
162.159.195.148:500,100.00%,1000 ms
188.114.96.70:4500,100.00%,1000 ms
188.114.96.70:2408,100.00%,1000 ms
162.159.195.150:1701,100.00%,1000 ms
162.159.195.149:1701,100.00%,1000 ms
162.159.195.147:500,100.00%,1000 ms
162.159.195.142:500,100.00%,1000 ms
162.159.195.142:2408,100.00%,1000 ms
162.159.195.139:1701,100.00%,1000 ms
162.159.195.141:500,100.00%,1000 ms
162.159.195.141:2408,100.00%,1000 ms
162.159.195.143:1701,100.00%,1000 ms
162.159.195.140:2408,100.00%,1000 ms
162.159.195.140:500,100.00%,1000 ms
162.159.195.140:1701,100.00%,1000 ms
162.159.195.143:500,100.00%,1000 ms
162.159.195.142:4500,100.00%,1000 ms
162.159.195.139:2408,100.00%,1000 ms
162.159.195.142:1701,100.00%,1000 ms
188.114.96.73:500,100.00%,1000 ms
188.114.96.73:1701,100.00%,1000 ms
162.159.195.136:1701,100.00%,1000 ms
162.159.195.138:1701,100.00%,1000 ms
162.159.195.133:1701,100.00%,1000 ms
162.159.195.132:1701,100.00%,1000 ms
162.159.195.131:1701,100.00%,1000 ms
162.159.195.131:4500,100.00%,1000 ms
188.114.96.74:2408,100.00%,1000 ms
162.159.195.132:2408,100.00%,1000 ms
188.114.96.74:500,100.00%,1000 ms
188.114.96.74:1701,100.00%,1000 ms
188.114.96.75:500,100.00%,1000 ms
162.159.195.133:500,100.00%,1000 ms
162.159.195.132:500,100.00%,1000 ms
188.114.96.77:1701,100.00%,1000 ms
162.159.195.133:2408,100.00%,1000 ms
162.159.195.134:1701,100.00%,1000 ms
162.159.195.134:500,100.00%,1000 ms
162.159.195.131:2408,100.00%,1000 ms
162.159.195.109:4500,100.00%,1000 ms
162.159.195.129:500,100.00%,1000 ms
162.159.195.127:2408,100.00%,1000 ms
162.159.195.130:500,100.00%,1000 ms
188.114.96.77:2408,100.00%,1000 ms
162.159.195.120:2408,100.00%,1000 ms
188.114.96.77:4500,100.00%,1000 ms
188.114.96.78:500,100.00%,1000 ms
188.114.96.78:4500,100.00%,1000 ms
188.114.96.78:2408,100.00%,1000 ms
188.114.96.79:1701,100.00%,1000 ms
188.114.96.79:500,100.00%,1000 ms
188.114.96.79:4500,100.00%,1000 ms
162.159.195.129:2408,100.00%,1000 ms
162.159.195.128:4500,100.00%,1000 ms
162.159.195.123:1701,100.00%,1000 ms
162.159.195.128:1701,100.00%,1000 ms
162.159.195.128:500,100.00%,1000 ms
162.159.195.129:1701,100.00%,1000 ms
188.114.96.81:4500,100.00%,1000 ms
188.114.96.82:500,100.00%,1000 ms
188.114.96.82:1701,100.00%,1000 ms
162.159.195.126:4500,100.00%,1000 ms
188.114.96.82:4500,100.00%,1000 ms
162.159.195.127:4500,100.00%,1000 ms
162.159.195.109:500,100.00%,1000 ms
162.159.195.126:1701,100.00%,1000 ms
162.159.195.129:4500,100.00%,1000 ms
162.159.195.125:1701,100.00%,1000 ms
162.159.195.117:1701,100.00%,1000 ms
162.159.195.128:2408,100.00%,1000 ms
162.159.195.130:4500,100.00%,1000 ms
162.159.195.130:1701,100.00%,1000 ms
162.159.195.107:4500,100.00%,1000 ms
162.159.195.115:500,100.00%,1000 ms
188.114.96.86:500,100.00%,1000 ms
162.159.195.108:4500,100.00%,1000 ms
162.159.195.116:500,100.00%,1000 ms
188.114.96.86:1701,100.00%,1000 ms
188.114.96.86:2408,100.00%,1000 ms
162.159.195.110:1701,100.00%,1000 ms
162.159.195.112:1701,100.00%,1000 ms
162.159.195.119:500,100.00%,1000 ms
162.159.195.120:4500,100.00%,1000 ms
162.159.195.124:1701,100.00%,1000 ms
162.159.195.108:1701,100.00%,1000 ms
162.159.195.118:1701,100.00%,1000 ms
188.114.96.87:1701,100.00%,1000 ms
188.114.96.87:500,100.00%,1000 ms
188.114.96.86:4500,100.00%,1000 ms
162.159.195.121:500,100.00%,1000 ms
188.114.96.88:2408,100.00%,1000 ms
188.114.96.87:4500,100.00%,1000 ms
188.114.96.87:2408,100.00%,1000 ms
188.114.96.89:500,100.00%,1000 ms
188.114.96.88:4500,100.00%,1000 ms
162.159.195.122:1701,100.00%,1000 ms
162.159.195.111:4500,100.00%,1000 ms
162.159.195.118:2408,100.00%,1000 ms
162.159.195.114:1701,100.00%,1000 ms
162.159.195.123:4500,100.00%,1000 ms
162.159.195.116:1701,100.00%,1000 ms
162.159.195.112:4500,100.00%,1000 ms
162.159.195.110:4500,100.00%,1000 ms
162.159.195.121:2408,100.00%,1000 ms
162.159.195.119:2408,100.00%,1000 ms
162.159.195.122:4500,100.00%,1000 ms
188.114.96.93:500,100.00%,1000 ms
188.114.96.93:2408,100.00%,1000 ms
162.159.195.109:2408,100.00%,1000 ms
162.159.195.122:2408,100.00%,1000 ms
162.159.195.110:500,100.00%,1000 ms
162.159.195.112:2408,100.00%,1000 ms
162.159.195.111:2408,100.00%,1000 ms
162.159.195.107:2408,100.00%,1000 ms
162.159.195.110:2408,100.00%,1000 ms
162.159.195.124:4500,100.00%,1000 ms
162.159.195.125:4500,100.00%,1000 ms
162.159.195.126:500,100.00%,1000 ms
162.159.195.116:4500,100.00%,1000 ms
162.159.195.125:2408,100.00%,1000 ms
162.159.195.117:4500,100.00%,1000 ms
162.159.195.107:1701,100.00%,1000 ms
162.159.195.119:1701,100.00%,1000 ms
188.114.96.95:500,100.00%,1000 ms
162.159.195.122:500,100.00%,1000 ms
162.159.195.116:2408,100.00%,1000 ms
162.159.195.115:4500,100.00%,1000 ms
188.114.96.95:1701,100.00%,1000 ms
162.159.195.108:2408,100.00%,1000 ms
162.159.195.124:2408,100.00%,1000 ms
162.159.195.121:4500,100.00%,1000 ms
162.159.195.125:500,100.00%,1000 ms
188.114.96.95:2408,100.00%,1000 ms
162.159.195.106:4500,100.00%,1000 ms
162.159.195.127:1701,100.00%,1000 ms
188.114.96.96:4500,100.00%,1000 ms
188.114.96.97:1701,100.00%,1000 ms
162.159.195.115:1701,100.00%,1000 ms
162.159.195.118:500,100.00%,1000 ms
188.114.96.97:4500,100.00%,1000 ms
162.159.195.119:4500,100.00%,1000 ms
162.159.195.123:500,100.00%,1000 ms
162.159.195.126:2408,100.00%,1000 ms
162.159.195.114:4500,100.00%,1000 ms
162.159.195.124:500,100.00%,1000 ms
162.159.195.115:2408,100.00%,1000 ms
188.114.96.100:4500,100.00%,1000 ms
188.114.96.101:1701,100.00%,1000 ms
188.114.96.101:2408,100.00%,1000 ms
162.159.195.114:2408,100.00%,1000 ms
162.159.195.114:500,100.00%,1000 ms
162.159.195.106:2408,100.00%,1000 ms
162.159.195.109:1701,100.00%,1000 ms
162.159.195.111:500,100.00%,1000 ms
162.159.195.117:2408,100.00%,1000 ms
162.159.195.113:2408,100.00%,1000 ms
162.159.195.108:500,100.00%,1000 ms
188.114.96.107:2408,100.00%,1000 ms
188.114.96.108:1701,100.00%,1000 ms
162.159.195.118:4500,100.00%,1000 ms
188.114.96.108:500,100.00%,1000 ms
162.159.195.113:4500,100.00%,1000 ms
188.114.96.108:2408,100.00%,1000 ms
162.159.195.117:500,100.00%,1000 ms
162.159.195.120:1701,100.00%,1000 ms
188.114.96.109:1701,100.00%,1000 ms
188.114.96.109:2408,100.00%,1000 ms
188.114.96.109:4500,100.00%,1000 ms
188.114.96.110:500,100.00%,1000 ms
162.159.195.112:500,100.00%,1000 ms
162.159.195.105:500,100.00%,1000 ms
162.159.195.103:500,100.00%,1000 ms
162.159.195.101:4500,100.00%,1000 ms
162.159.195.103:1701,100.00%,1000 ms
162.159.195.105:2408,100.00%,1000 ms
162.159.195.106:500,100.00%,1000 ms
188.114.96.111:1701,100.00%,1000 ms
162.159.195.104:1701,100.00%,1000 ms
162.159.195.104:2408,100.00%,1000 ms
188.114.96.112:500,100.00%,1000 ms
188.114.96.112:1701,100.00%,1000 ms
162.159.195.104:500,100.00%,1000 ms
162.159.195.101:1701,100.00%,1000 ms
162.159.195.104:4500,100.00%,1000 ms
162.159.195.101:2408,100.00%,1000 ms
162.159.195.105:1701,100.00%,1000 ms
162.159.195.102:500,100.00%,1000 ms
162.159.195.103:4500,100.00%,1000 ms
162.159.195.100:500,100.00%,1000 ms
162.159.195.100:4500,100.00%,1000 ms
188.114.96.114:1701,100.00%,1000 ms
188.114.96.114:500,100.00%,1000 ms
162.159.195.98:2408,100.00%,1000 ms
162.159.195.98:500,100.00%,1000 ms
188.114.96.114:4500,100.00%,1000 ms
162.159.195.91:500,100.00%,1000 ms
162.159.195.94:2408,100.00%,1000 ms
188.114.96.116:4500,100.00%,1000 ms
188.114.96.117:500,100.00%,1000 ms
162.159.195.96:2408,100.00%,1000 ms
162.159.195.90:4500,100.00%,1000 ms
162.159.195.99:2408,100.00%,1000 ms
162.159.195.88:2408,100.00%,1000 ms
162.159.195.98:1701,100.00%,1000 ms
162.159.195.89:500,100.00%,1000 ms
162.159.195.97:2408,100.00%,1000 ms
162.159.195.97:4500,100.00%,1000 ms
188.114.96.119:1701,100.00%,1000 ms
188.114.96.119:500,100.00%,1000 ms
188.114.96.118:4500,100.00%,1000 ms
162.159.195.95:500,100.00%,1000 ms
188.114.96.119:2408,100.00%,1000 ms
162.159.195.93:500,100.00%,1000 ms
162.159.195.99:1701,100.00%,1000 ms
162.159.195.96:500,100.00%,1000 ms
162.159.195.91:2408,100.00%,1000 ms
162.159.195.89:2408,100.00%,1000 ms
162.159.195.95:2408,100.00%,1000 ms
188.114.96.121:1701,100.00%,1000 ms
188.114.96.121:2408,100.00%,1000 ms
162.159.195.99:500,100.00%,1000 ms
162.159.195.90:500,100.00%,1000 ms
162.159.195.88:4500,100.00%,1000 ms
162.159.195.89:4500,100.00%,1000 ms
162.159.195.87:1701,100.00%,1000 ms
188.114.96.122:500,100.00%,1000 ms
188.114.96.122:2408,100.00%,1000 ms
162.159.195.99:4500,100.00%,1000 ms
162.159.195.97:1701,100.00%,1000 ms
162.159.195.92:1701,100.00%,1000 ms
188.114.96.123:1701,100.00%,1000 ms
188.114.96.123:4500,100.00%,1000 ms
188.114.96.123:2408,100.00%,1000 ms
162.159.195.95:1701,100.00%,1000 ms
162.159.195.93:2408,100.00%,1000 ms
162.159.195.97:500,100.00%,1000 ms
162.159.195.87:4500,100.00%,1000 ms
162.159.195.96:1701,100.00%,1000 ms
162.159.195.91:1701,100.00%,1000 ms
162.159.195.94:4500,100.00%,1000 ms
162.159.195.94:1701,100.00%,1000 ms
188.114.96.126:2408,100.00%,1000 ms
188.114.96.126:4500,100.00%,1000 ms
162.159.195.89:1701,100.00%,1000 ms
162.159.195.95:4500,100.00%,1000 ms
162.159.195.98:4500,100.00%,1000 ms
188.114.96.127:500,100.00%,1000 ms
162.159.195.88:1701,100.00%,1000 ms
162.159.195.93:1701,100.00%,1000 ms
188.114.96.127:1701,100.00%,1000 ms
188.114.96.127:4500,100.00%,1000 ms
162.159.195.90:1701,100.00%,1000 ms
162.159.195.92:4500,100.00%,1000 ms
188.114.96.128:1701,100.00%,1000 ms
162.159.195.88:500,100.00%,1000 ms
188.114.96.128:500,100.00%,1000 ms
188.114.96.128:4500,100.00%,1000 ms
162.159.195.92:2408,100.00%,1000 ms
188.114.96.129:1701,100.00%,1000 ms
188.114.96.129:2408,100.00%,1000 ms
162.159.195.92:500,100.00%,1000 ms
162.159.195.93:4500,100.00%,1000 ms
162.159.195.91:4500,100.00%,1000 ms
188.114.96.131:4500,100.00%,1000 ms
162.159.195.81:2408,100.00%,1000 ms
162.159.195.76:1701,100.00%,1000 ms
188.114.96.133:2408,100.00%,1000 ms
162.159.195.75:500,100.00%,1000 ms
162.159.195.79:4500,100.00%,1000 ms
162.159.195.83:4500,100.00%,1000 ms
162.159.195.72:1701,100.00%,1000 ms
162.159.195.80:500,100.00%,1000 ms
162.159.195.70:2408,100.00%,1000 ms
162.159.195.70:1701,100.00%,1000 ms
162.159.195.80:2408,100.00%,1000 ms
188.114.96.136:4500,100.00%,1000 ms
162.159.195.78:4500,100.00%,1000 ms
162.159.195.75:2408,100.00%,1000 ms
162.159.195.77:2408,100.00%,1000 ms
162.159.195.84:500,100.00%,1000 ms
162.159.195.84:4500,100.00%,1000 ms
188.114.96.137:1701,100.00%,1000 ms
162.159.195.85:1701,100.00%,1000 ms
162.159.195.74:2408,100.00%,1000 ms
162.159.195.77:500,100.00%,1000 ms
162.159.195.75:1701,100.00%,1000 ms
188.114.96.137:2408,100.00%,1000 ms
188.114.96.137:4500,100.00%,1000 ms
162.159.195.82:500,100.00%,1000 ms
188.114.96.138:1701,100.00%,1000 ms
188.114.96.138:4500,100.00%,1000 ms
162.159.195.84:2408,100.00%,1000 ms
188.114.96.138:2408,100.00%,1000 ms
162.159.195.73:4500,100.00%,1000 ms
162.159.195.71:1701,100.00%,1000 ms
162.159.195.86:500,100.00%,1000 ms
162.159.195.77:4500,100.00%,1000 ms
188.114.96.139:4500,100.00%,1000 ms
188.114.96.139:2408,100.00%,1000 ms
162.159.195.81:4500,100.00%,1000 ms
162.159.195.78:1701,100.00%,1000 ms
188.114.96.140:2408,100.00%,1000 ms
188.114.96.140:500,100.00%,1000 ms
162.159.195.70:4500,100.00%,1000 ms
162.159.195.76:500,100.00%,1000 ms
162.159.195.82:2408,100.00%,1000 ms
188.114.96.141:1701,100.00%,1000 ms
162.159.195.78:500,100.00%,1000 ms
162.159.195.72:2408,100.00%,1000 ms
162.159.195.81:1701,100.00%,1000 ms
162.159.195.87:500,100.00%,1000 ms
162.159.195.75:4500,100.00%,1000 ms
162.159.195.79:500,100.00%,1000 ms
162.159.195.72:4500,100.00%,1000 ms
162.159.195.73:500,100.00%,1000 ms
162.159.195.76:4500,100.00%,1000 ms
162.159.195.71:2408,100.00%,1000 ms
162.159.195.80:4500,100.00%,1000 ms
162.159.195.69:2408,100.00%,1000 ms
162.159.195.79:2408,100.00%,1000 ms
162.159.195.83:2408,100.00%,1000 ms
162.159.195.79:1701,100.00%,1000 ms
162.159.195.83:1701,100.00%,1000 ms
162.159.195.77:1701,100.00%,1000 ms
162.159.195.69:4500,100.00%,1000 ms
188.114.96.147:1701,100.00%,1000 ms
188.114.96.147:4500,100.00%,1000 ms
188.114.96.147:2408,100.00%,1000 ms
188.114.96.148:2408,100.00%,1000 ms
162.159.195.82:4500,100.00%,1000 ms
162.159.195.71:500,100.00%,1000 ms
188.114.96.149:2408,100.00%,1000 ms
162.159.195.74:1701,100.00%,1000 ms
188.114.96.150:1701,100.00%,1000 ms
162.159.195.70:500,100.00%,1000 ms
188.114.96.149:4500,100.00%,1000 ms
188.114.96.150:500,100.00%,1000 ms
188.114.96.150:2408,100.00%,1000 ms
162.159.195.86:1701,100.00%,1000 ms
162.159.195.81:500,100.00%,1000 ms
188.114.96.151:1701,100.00%,1000 ms
188.114.96.151:2408,100.00%,1000 ms
188.114.96.152:500,100.00%,1000 ms
162.159.195.86:4500,100.00%,1000 ms
162.159.195.80:1701,100.00%,1000 ms
188.114.96.153:2408,100.00%,1000 ms
188.114.96.154:1701,100.00%,1000 ms
162.159.195.74:500,100.00%,1000 ms
188.114.96.153:4500,100.00%,1000 ms
162.159.195.85:2408,100.00%,1000 ms
188.114.96.155:1701,100.00%,1000 ms
188.114.96.155:4500,100.00%,1000 ms
162.159.195.78:2408,100.00%,1000 ms
162.159.195.82:1701,100.00%,1000 ms
162.159.195.83:500,100.00%,1000 ms
162.159.195.72:500,100.00%,1000 ms
162.159.195.73:2408,100.00%,1000 ms
162.159.195.71:4500,100.00%,1000 ms
162.159.195.65:4500,100.00%,1000 ms
162.159.195.64:500,100.00%,1000 ms
162.159.195.67:500,100.00%,1000 ms
162.159.195.62:500,100.00%,1000 ms
162.159.195.69:500,100.00%,1000 ms
188.114.96.157:2408,100.00%,1000 ms
162.159.195.64:1701,100.00%,1000 ms
188.114.96.158:500,100.00%,1000 ms
188.114.96.157:4500,100.00%,1000 ms
162.159.195.62:4500,100.00%,1000 ms
162.159.195.63:1701,100.00%,1000 ms
188.114.96.158:4500,100.00%,1000 ms
162.159.195.62:2408,100.00%,1000 ms
162.159.195.67:1701,100.00%,1000 ms
162.159.195.63:500,100.00%,1000 ms
162.159.195.67:2408,100.00%,1000 ms
162.159.195.68:2408,100.00%,1000 ms
162.159.195.63:4500,100.00%,1000 ms
188.114.96.164:500,100.00%,1000 ms
188.114.96.170:1701,100.00%,1000 ms
188.114.96.166:500,100.00%,1000 ms
188.114.96.168:1701,100.00%,1000 ms
188.114.96.169:500,100.00%,1000 ms
188.114.96.169:4500,100.00%,1000 ms
188.114.96.171:1701,100.00%,1000 ms
188.114.96.171:500,100.00%,1000 ms
188.114.96.167:2408,100.00%,1000 ms
188.114.96.167:4500,100.00%,1000 ms
188.114.96.167:1701,100.00%,1000 ms
188.114.96.166:1701,100.00%,1000 ms
188.114.96.164:4500,100.00%,1000 ms
188.114.96.164:2408,100.00%,1000 ms
188.114.96.166:4500,100.00%,1000 ms
188.114.96.165:1701,100.00%,1000 ms
188.114.96.171:2408,100.00%,1000 ms
188.114.96.164:1701,100.00%,1000 ms
188.114.96.171:4500,100.00%,1000 ms
188.114.96.168:500,100.00%,1000 ms
162.159.195.69:1701,100.00%,1000 ms
162.159.195.62:1701,100.00%,1000 ms
188.114.96.172:1701,100.00%,1000 ms
188.114.96.174:1701,100.00%,1000 ms
188.114.96.173:500,100.00%,1000 ms
188.114.96.173:4500,100.00%,1000 ms
188.114.96.172:2408,100.00%,1000 ms
188.114.96.173:2408,100.00%,1000 ms
162.159.195.66:4500,100.00%,1000 ms
188.114.96.174:2408,100.00%,1000 ms
162.159.195.64:4500,100.00%,1000 ms
162.159.195.65:1701,100.00%,1000 ms
188.114.96.180:2408,100.00%,1000 ms
188.114.96.179:1701,100.00%,1000 ms
188.114.96.176:2408,100.00%,1000 ms
188.114.96.174:4500,100.00%,1000 ms
188.114.96.183:4500,100.00%,1000 ms
188.114.96.183:1701,100.00%,1000 ms
188.114.96.178:1701,100.00%,1000 ms
188.114.96.181:2408,100.00%,1000 ms
188.114.96.177:1701,100.00%,1000 ms
162.159.195.66:2408,100.00%,1000 ms
188.114.96.177:4500,100.00%,1000 ms
188.114.96.179:2408,100.00%,1000 ms
188.114.96.179:4500,100.00%,1000 ms
188.114.96.182:4500,100.00%,1000 ms
188.114.96.180:500,100.00%,1000 ms
188.114.96.176:4500,100.00%,1000 ms
188.114.96.180:1701,100.00%,1000 ms
188.114.96.182:1701,100.00%,1000 ms
188.114.96.181:4500,100.00%,1000 ms
188.114.96.182:2408,100.00%,1000 ms
188.114.96.178:4500,100.00%,1000 ms
188.114.96.176:500,100.00%,1000 ms
188.114.96.175:2408,100.00%,1000 ms
188.114.96.181:1701,100.00%,1000 ms
188.114.96.176:1701,100.00%,1000 ms
188.114.96.180:4500,100.00%,1000 ms
188.114.96.179:500,100.00%,1000 ms
188.114.96.175:500,100.00%,1000 ms
188.114.96.175:1701,100.00%,1000 ms
162.159.195.63:2408,100.00%,1000 ms
162.159.195.66:1701,100.00%,1000 ms
162.159.195.60:500,100.00%,1000 ms
162.159.195.58:1701,100.00%,1000 ms
162.159.195.57:500,100.00%,1000 ms
188.114.96.196:4500,100.00%,1000 ms
188.114.96.189:4500,100.00%,1000 ms
188.114.96.184:2408,100.00%,1000 ms
188.114.96.189:1701,100.00%,1000 ms
188.114.96.188:500,100.00%,1000 ms
188.114.96.197:500,100.00%,1000 ms
188.114.96.193:2408,100.00%,1000 ms
188.114.96.186:500,100.00%,1000 ms
188.114.96.185:2408,100.00%,1000 ms
188.114.96.192:500,100.00%,1000 ms
188.114.96.187:2408,100.00%,1000 ms
188.114.96.191:1701,100.00%,1000 ms
188.114.96.193:4500,100.00%,1000 ms
188.114.96.190:500,100.00%,1000 ms
188.114.96.184:500,100.00%,1000 ms
188.114.96.187:4500,100.00%,1000 ms
188.114.96.190:1701,100.00%,1000 ms
188.114.96.195:4500,100.00%,1000 ms
188.114.96.191:500,100.00%,1000 ms
188.114.96.188:4500,100.00%,1000 ms
188.114.96.186:1701,100.00%,1000 ms
188.114.96.191:4500,100.00%,1000 ms
188.114.96.193:500,100.00%,1000 ms
188.114.96.195:2408,100.00%,1000 ms
188.114.96.189:2408,100.00%,1000 ms
188.114.96.192:2408,100.00%,1000 ms
188.114.96.187:500,100.00%,1000 ms
188.114.96.184:1701,100.00%,1000 ms
188.114.96.193:1701,100.00%,1000 ms
188.114.96.196:500,100.00%,1000 ms
188.114.96.191:2408,100.00%,1000 ms
188.114.96.186:4500,100.00%,1000 ms
188.114.96.196:2408,100.00%,1000 ms
188.114.96.188:2408,100.00%,1000 ms
188.114.96.196:1701,100.00%,1000 ms
